case_id,observed_label,rule_verdict,rule_type,rule_text,initial_distance_to_obstacle,initial_speed,obstacle_radius,initial_heading_error,cf_variable,cf_original_value,cf_perturbed_value,cf_l1_distance,cf_flips_verdict
1,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,0.454200,0.790767,True
1,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,-1.320800,0.984233,True
1,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,0.747100,1.083667,True
14,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,-1.320800,0.858128,True
14,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,0.454200,0.916872,True
14,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,0.747100,1.209772,True
15,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,0.454200,0.828048,True
15,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,-1.320800,0.946952,True
15,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,0.747100,1.120948,True
22,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.079753,0.896540,0.818477,0.176282,initial_heading_error,0.176282,0.454200,0.277918,True
22,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.079753,0.896540,0.818477,0.176282,initial_heading_error,0.176282,0.747100,0.570818,True
22,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.079753,0.896540,0.818477,0.176282,initial_heading_error,0.176282,-1.320800,1.497082,True
23,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,-1.320800,0.395021,True
23,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,0.454200,1.379979,True
23,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,0.747100,1.672879,True
24,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,0.454200,0.710634,True
24,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,0.747100,1.003534,True
24,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,-1.320800,1.064366,True
25,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,-1.320800,0.849063,True
25,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,0.454200,0.925937,True
25,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,0.747100,1.218837,True
27,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,-1.320800,0.827838,True
27,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,0.454200,0.947162,True
27,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,0.747100,1.240062,True
28,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.184368,0.718326,0.714247,-0.022723,initial_heading_error,-0.022723,0.454200,0.476923,True
28,Pass,Fail,fail,initial_heading_error > -1.3198 AND initial_heading_error <= 0.7461 AND initial_heading_error <= 0.4532,1.184368,0.718326,0.714247,-0.022723,initial_heading_error,-0.022723,0.747100,0.769823,True
