case_id,observed_label,rule_verdict,rule_type,rule_text,initial_distance_to_obstacle,initial_speed,obstacle_radius,initial_heading_error,cf_variable,cf_original_value,cf_perturbed_value,cf_l1_distance,cf_flips_verdict
1,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,0.445200,0.781767,True
1,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,-1.220900,0.884333,True
1,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.148200,2.405812,0.355456,-0.336567,initial_heading_error,-0.336567,-1.220900,0.884333,True
14,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,-1.220900,0.758228,True
14,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,-1.220900,0.758228,True
14,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.357578,1.496982,0.629945,-0.462672,initial_heading_error,-0.462672,0.445200,0.907872,True
15,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,0.445200,0.819048,True
15,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,-1.220900,0.847052,True
15,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.850401,1.231086,0.481012,-0.373848,initial_heading_error,-0.373848,-1.220900,0.847052,True
22,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.079753,0.896540,0.818477,0.176282,initial_heading_error,0.176282,-1.220900,1.397182,True
22,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.079753,0.896540,0.818477,0.176282,initial_heading_error,0.176282,-1.220900,1.397182,True
23,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,-1.220900,0.295121,True
23,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,-1.220900,0.295121,True
23,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.461389,0.888803,0.912973,-0.925779,initial_heading_error,-0.925779,0.445200,1.370979,True
24,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,0.445200,0.701634,True
24,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,-1.220900,0.964466,True
24,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.487492,0.574914,0.880130,-0.256434,initial_heading_error,-0.256434,-1.220900,0.964466,True
25,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,-1.220900,0.749163,True
25,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,-1.220900,0.749163,True
25,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.322483,2.039242,0.800259,-0.471737,initial_heading_error,-0.471737,0.445200,0.916937,True
27,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,-1.220900,0.727938,True
27,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,-1.220900,0.727938,True
27,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.544410,0.856884,0.420842,-0.492962,initial_heading_error,-0.492962,0.445200,0.938162,True
28,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.184368,0.718326,0.714247,-0.022723,initial_heading_error,-0.022723,-1.220900,1.198177,True
28,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.184368,0.718326,0.714247,-0.022723,initial_heading_error,-0.022723,-1.220900,1.198177,True
29,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.571087,1.575646,0.390861,-0.228927,initial_heading_error,-0.228927,0.445200,0.674127,True
29,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.571087,1.575646,0.390861,-0.228927,initial_heading_error,-0.228927,-1.220900,0.991973,True
29,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.571087,1.575646,0.390861,-0.228927,initial_heading_error,-0.228927,-1.220900,0.991973,True
30,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.519250,0.506349,0.705133,-0.425580,initial_heading_error,-0.425580,-1.220900,0.795320,True
30,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.519250,0.506349,0.705133,-0.425580,initial_heading_error,-0.425580,-1.220900,0.795320,True
30,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),1.519250,0.506349,0.705133,-0.425580,initial_heading_error,-0.425580,0.445200,0.870780,True
31,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.067826,1.053873,0.679993,0.237883,initial_heading_error,0.237883,0.445200,0.207317,True
31,Pass,Fail,fail,(initial_heading_error > -1.2199 AND initial_distance_to_obstacle <= 1.3136) OR (initial_heading_error > -1.2199 AND initial_distance_to_obstacle > 1.3136 AND initial_heading_error <= 0.4442),2.067826,1.053873,0.679993,0.237883,initial_heading_error,0.237883,-1.220900,1.458783,True
