case_id,initial_distance_to_obstacle,initial_speed,obstacle_radius,initial_heading_error,legacy_label,legacy_min_h,legacy_controller_error,legacy_case_runtime_s,evolved_label,evolved_min_h,evolved_controller_error,evolved_case_runtime_s
0,1.7117556723582537,0.23800257746322384,0.8154410536677748,-1.8659868071854144,Pass,0.878442108631134,False,0.36271020901040174,Pass,0.9090260863304138,False,0.5709234999958426
1,1.2986785468861615,0.7132332252748269,0.8531718537767004,1.8110463282371878,Pass,0.9586636424064636,False,0.09247479199257214,Pass,0.9586636424064636,False,0.4907994580134982
2,0.8638445332765277,2.010565628753627,0.5080324123585414,-0.9390955962125966,Pass,0.1618785858154297,False,0.103776709001977,Pass,0.17414438724517822,False,0.4356669169937959
3,1.040259346675644,2.3414950121398306,0.6190073363133248,1.6452882199745487,Pass,0.6989694237709045,False,0.11151958300615661,Pass,0.6989694237709045,False,0.4570052919880254
4,1.0791022576230707,0.46483170859879047,0.3916537517558401,-2.0827663245996497,Pass,1.0110690593719482,False,0.1013147920020856,Pass,1.0110690593719482,False,0.4687147910008207
5,0.9762212743985328,0.35251596609793406,0.8010600783939856,1.7469538590152416,Pass,0.31131070852279663,False,0.14534816700324882,Pass,0.31131070852279663,False,0.4493040009983815
6,1.7725717006189647,0.011385737107729166,0.7579283206193517,-1.3719274358231495,Pass,0.1798650622367859,False,0.10687750000215601,Pass,0.6636635661125183,False,0.4407281250023516
7,2.296282964515023,0.35578253662809894,0.805382502372364,-1.3117628536885322,Pass,0.4005563259124756,False,0.08915420901030302,Pass,0.8940564393997192,False,0.4765667079918785
8,2.443892137043184,1.239292652681859,0.7539464169739032,-1.5581172681087683,Pass,1.9416084289550781,False,0.10473125000135042,Pass,1.9415721893310547,False,0.5299701670010109
9,2.278943458062348,1.423731428633902,0.7925604898348302,-3.106573744098889,Pass,4.513750076293945,False,0.1320080000004964,Pass,4.565431594848633,False,0.4714905830041971
10,1.525671524194551,2.039404559977292,0.5448260751738341,1.5806404889355123,Pass,2.0308380126953125,False,0.10683691699523479,Pass,2.0308380126953125,False,0.46191237500170246
11,1.4501159836253947,0.2777266145299098,0.789597585819385,-0.9758792492381656,Fail,-0.20333629846572876,False,0.09894274998805486,Pass,0.39629852771759033,False,0.41964658298820723
12,2.57025200685528,1.860977982492533,0.4754687602380383,-2.804654187073769,Pass,5.433011531829834,False,0.10468270900310017,Pass,5.449921131134033,False,0.5338519170036307
13,1.1805850989763609,0.6602028610362296,0.9700682083199688,0.5522298562873948,Fail,-0.23373085260391235,False,0.1071296670124866,Pass,0.09069627523422241,False,0.4691466669901274
14,2.0372608594723762,2.0769046535303386,0.6775397545010124,2.944728947380752,Pass,3.691371440887451,False,0.11190729099325836,Pass,3.691371440887451,False,0.5108203749987297
15,1.4319309416175832,1.3942817455896563,0.3586336440852708,1.1799742024413034,Pass,1.738074541091919,False,0.10758783300116193,Pass,1.7380727529525757,False,0.4661426260136068
16,1.4386855279117183,2.0457608907884364,0.41771599564406425,1.0214051311594012,Pass,1.4683212041854858,False,0.09899025000049733,Pass,1.5005427598953247,False,0.4906581249961164
17,0.8685067214663561,1.6912273014438997,0.7184846937787743,-2.2006344382012566,Pass,0.23808366060256958,False,0.10044183400168549,Pass,0.23808366060256958,False,0.47172079200390726
18,2.5081892061077644,1.6114929773498354,0.406088582793956,-1.0736386433004323,Pass,1.4587829113006592,False,0.11321850000240374,Pass,1.4593783617019653,False,0.4810330409964081
19,1.0141295766292129,2.097177285175328,0.45095858127961663,-1.6875097811543787,Pass,0.8250950574874878,False,0.10191270800714847,Pass,0.8250950574874878,False,0.505862876001629
20,2.5047051005810603,1.825049957056935,0.9090757525764883,-0.15755287506439064,Fail,-0.7838568091392517,False,0.11874774999159854,Pass,0.3870094418525696,False,0.4643151670024963
21,2.1877037105432087,0.445099087375459,0.4652712235609235,0.20128161260591426,Pass,0.15867555141448975,False,0.11240233400894795,Pass,1.1440322399139404,False,0.5796894170052838
22,1.89382953868921,2.1710035681091084,0.9294253034897909,1.5961701573022822,Pass,2.252181053161621,False,0.12049600000318605,Pass,2.21334171295166,False,0.5152562919975026
23,1.0546541817686514,1.6630609324050851,0.8231160642126293,-0.5937491422919043,Fail,-0.4529898464679718,False,0.12310504099878017,Fail,-0.17057502269744873,False,0.48972895900078584
24,0.968287841547364,2.428602501814952,0.6448368854273512,-1.2640326818669627,Pass,0.41654232144355774,False,0.10121354200236965,Pass,0.41654160618782043,False,0.49594383299699984
25,1.260022717986787,1.1158800400618425,0.8202701821962914,-0.14803776279882275,Fail,-0.657039225101471,False,0.12044308299664408,Fail,-0.04221707582473755,False,0.4861669170059031
26,2.146888287089128,1.397115120432296,0.5816948916093685,2.5778768312662352,Pass,4.2707600593566895,False,0.1305491249950137,Pass,4.2707600593566895,False,0.6357318340014899
27,1.7141724081685008,1.8779859008348654,0.8707166453670947,2.688353021830376,Pass,2.18023943901062,False,0.10101274999033194,Pass,2.18023943901062,False,0.49834862499847077
28,2.5801411790154383,2.383182947115,0.8158761594015319,-2.6106307280571306,Pass,5.929497241973877,False,0.10264629100856837,Pass,5.933990478515625,False,0.456090541993035
29,1.7896725520224068,2.4315940685244932,0.42941310536368543,-0.998913584432771,Pass,1.314497470855713,False,0.1225608750100946,Pass,1.3610973358154297,False,0.4909015000012005
30,0.8802994563499157,2.3242178810959215,0.785379087913759,0.5371451953086872,Fail,-0.48452478647232056,False,0.20343420800054446,Fail,-0.3590741455554962,False,0.5015768330049468
31,1.851647808714321,1.6884278206400796,0.7491202775898034,0.8354135573834509,Pass,0.9133658409118652,False,0.10372058300708886,Pass,1.2823925018310547,False,0.5883668750029756
32,1.338516079751236,2.002112008440446,0.7614253714479591,1.8259864276034907,Pass,1.2118568420410156,False,0.10138687600556295,Pass,1.2118568420410156,False,0.4895035419904161
33,0.9655756061505841,0.45630470657706673,0.5274465387624542,0.8335711017710246,Pass,0.43615585565567017,False,0.11017220799112692,Pass,0.4643474817276001,False,0.4833640419965377
34,0.7118551504106491,0.5311565568746368,0.36463445535211964,2.70120034771975,Pass,0.3737794756889343,False,0.11113495900644921,Pass,0.3737794756889343,False,0.49672745799762197
35,0.9751002474607857,1.3882958233426992,0.8252992965703524,2.87123451579638,Pass,0.2697015404701233,False,0.1110705839964794,Pass,0.2697015404701233,False,0.5000092499976745
36,1.7082376717371948,1.3562979388129213,0.5698495096377195,2.5254428339928765,Pass,2.5933473110198975,False,0.11021454200090375,Pass,2.5933473110198975,False,0.46768237500509713
37,1.956505501049385,1.6445323009176671,0.7250455345317401,-1.2522337428066748,Pass,1.3685474395751953,False,0.21287679100350942,Pass,1.3688833713531494,False,0.4912362080067396
38,0.9570846923716253,2.3217799463840083,0.6966234880756508,-2.579776563393246,Pass,0.4307268559932709,False,0.11447116700583138,Pass,0.4307268559932709,False,0.5835482090042206
39,1.949719563106864,1.3683450664988621,0.7186516476564454,1.4327820991195033,Pass,2.5739829540252686,False,0.11353562500153203,Pass,2.5719082355499268,False,0.4887884589988971
40,1.7044036138924807,1.056657734771437,0.6844316856161783,-3.017163763476877,Pass,2.4365451335906982,False,0.11495137499878183,Pass,2.4365451335906982,False,0.4520405419898452
41,1.266037574449427,2.282510778518065,0.6295972072361959,2.068273904913304,Pass,1.206458568572998,False,0.10969729100179393,Pass,1.206458568572998,False,0.5003309169987915
42,1.5827831384532491,1.380652465755726,0.6752172500395963,1.315523993861138,Pass,1.9579856395721436,False,0.11557999999786261,Pass,1.9579856395721436,False,0.6049077920033596
43,1.3603413922452345,1.7109247783240802,0.6524375509992337,-0.48878726527519367,Fail,-0.2015870064496994,False,0.10779408300004434,Pass,0.21360191702842712,False,0.5721449999982724
44,1.2726762821195985,1.93640994898724,0.8587707567149861,0.875332183161535,Pass,0.37997210025787354,False,0.11462449999817181,Pass,0.37999486923217773,False,0.448506417000317
45,1.1933981372622917,1.1920827414527166,0.7408356776413356,2.0747575270768293,Pass,0.8753616213798523,False,0.10185312500107102,Pass,0.8753616213798523,False,0.49652708299981896
46,1.3740242588700924,2.1820377559184845,0.49701779403494484,-1.504439622518887,Pass,1.6409159898757935,False,0.11601704100030474,Pass,1.6409159898757935,False,0.5265782499918714
47,0.8427912982054409,1.7896270284860114,0.4939858550191004,-2.029474295768904,Pass,0.4662752151489258,False,0.10914983399561606,Pass,0.4662752151489258,False,0.4946572080079932
48,1.7792397253938816,1.7096039384485726,0.4910985322862583,2.9705278475333143,Pass,2.924516439437866,False,0.12967170799674932,Pass,2.924516439437866,False,0.5914859170006821
